candidate_id,source_dataset,source_split,source_image,source_label,source_bucket,target_class_id,target_class_name,confidence,gt_box_xywhn,pred_box_xywhn,manual_visual_label,curation_action,privacy_status,split_policy,status,notes
v3-failure-001,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_0_1_1_2_20210728_0000022477.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_0_1_1_2_20210728_0000022477.txt,false_positive_normal_tactile,0,damaged_tactile_block,0.922097,,"0:0.604282,0.499929,0.436116,0.999613:0.922097",normal_tactile_block_false_positive,keep_as_hard_negative,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,정상 점자블록 또는 표면 질감/그림자를 damaged_tactile_block으로 탐지함
v3-failure-017,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_5_1_20211022_0000689358.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_5_1_20211022_0000689358.txt,missed_defect,0,damaged_tactile_block,0.947658,"0:0.490246,0.597732,0.311902,0.071182","0:0.492339,0.500000,0.403205,1.000000:0.947658",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-018,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_5_1_20211022_0000689358.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_5_1_20211022_0000689358.txt,missed_defect,0,damaged_tactile_block,0.947658,"0:0.479330,0.400884,0.268236,0.104576","0:0.492339,0.500000,0.403205,1.000000:0.947658",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-019,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013419.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013419.txt,missed_defect,0,damaged_tactile_block,0.947381,"0:0.497378,0.776959,0.269134,0.156254","0:0.502034,0.499834,0.460903,0.999660:0.947381",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-020,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20210827_0000378580.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20210827_0000378580.txt,missed_defect,0,damaged_tactile_block,0.943453,"0:0.440844,0.840688,0.132606,0.169586","0:0.502934,0.500000,0.393151,1.000000:0.943453",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-021,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20210827_0000378580.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20210827_0000378580.txt,missed_defect,0,damaged_tactile_block,0.943453,"0:0.498320,0.470116,0.287444,0.139789","0:0.502934,0.500000,0.393151,1.000000:0.943453",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-022,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000011145.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000011145.txt,missed_defect,0,damaged_tactile_block,0.942907,"0:0.532769,0.310110,0.272288,0.116270","0:0.552928,0.499760,0.468757,0.999520:0.942907",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-023,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_5_1_20211026_0000736610.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_5_1_20211026_0000736610.txt,missed_defect,0,damaged_tactile_block,0.935155,"0:0.397598,0.850908,0.114543,0.203180","0:0.531860,0.499746,0.403437,0.999307:0.935155",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-024,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20211021_0000700279.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20211021_0000700279.txt,missed_defect,0,damaged_tactile_block,0.917167,"0:0.479933,0.219471,0.274474,0.304532","0:0.477310,0.499817,0.388085,0.999634:0.917167",true_damage_localization_error,keep_positive_and_improve_box_localization,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,파손/박리 결함은 보이나 예측 박스가 긴 점자블록 strip으로 퍼져 GT와 IoU가 낮음
v3-failure-025,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013796.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013796.txt,small_or_far,0,damaged_tactile_block,0.957883,"0:0.543059,0.182748,0.041226,0.046429","0:0.490539,0.500000,0.466375,1.000000:0.957883",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-026,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013796.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013796.txt,small_or_far,0,damaged_tactile_block,0.957883,"0:0.599576,0.441488,0.060782,0.085417","0:0.490539,0.500000,0.466375,1.000000:0.957883",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-027,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210727_0000016151.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210727_0000016151.txt,small_or_far,0,damaged_tactile_block,0.953497,"0:0.552082,0.193361,0.048097,0.095238","0:0.515644,0.499944,0.441732,0.999824:0.953497",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-028,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210727_0000016151.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210727_0000016151.txt,small_or_far,0,damaged_tactile_block,0.953497,"0:0.491741,0.300294,0.077290,0.111628","0:0.515644,0.499944,0.441732,0.999824:0.953497",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-029,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20211005_0000590938.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20211005_0000590938.txt,small_or_far,0,damaged_tactile_block,0.953389,"0:0.364873,0.955146,0.040867,0.048762","0:0.524970,0.499793,0.360343,0.999586:0.953389",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-030,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210727_0000015961.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210727_0000015961.txt,small_or_far,0,damaged_tactile_block,0.952618,"0:0.439989,0.061825,0.032241,0.040476","0:0.512191,0.499834,0.432722,0.999668:0.952618",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-031,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20211007_0000602760.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20211007_0000602760.txt,small_or_far,0,damaged_tactile_block,0.952321,"0:0.434641,0.206733,0.104673,0.056242","0:0.500808,0.500000,0.369849,1.000000:0.952321",visible_small_defect_positive,keep_positive_with_small_object_augmentation,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작지만 시각적으로 확인 가능한 균열/박리 결함 후보임
v3-failure-032,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_4_20210910_0000477211.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_4_20210910_0000477211.txt,small_or_far,0,damaged_tactile_block,0.951685,"0:0.595006,0.352274,0.086364,0.038971","0:0.494857,0.499904,0.424285,0.999808:0.951685",visible_small_defect_positive,keep_positive_with_small_object_augmentation,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작지만 시각적으로 확인 가능한 균열/박리 결함 후보임
v3-failure-033,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.txt,small_or_far,0,damaged_tactile_block,0.950948,"0:0.373946,0.396667,0.054753,0.012571","0:0.480922,0.499726,0.385505,0.999246:0.950948",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-034,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210901_0000424548.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210901_0000424548.txt,small_or_far,0,damaged_tactile_block,0.950150,"0:0.594087,0.717205,0.031534,0.033730","0:0.537724,0.499793,0.455227,0.999586:0.950150",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-035,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210901_0000424548.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210901_0000424548.txt,small_or_far,0,damaged_tactile_block,0.950150,"0:0.683960,0.692516,0.036859,0.039630","0:0.537724,0.499793,0.455227,0.999586:0.950150",tiny_or_low_salience_defect_review_min_box_policy,review_min_box_policy_before_training,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작은 균열/모서리 박리 후보로 보이나 사용자 경보 가치와 라벨 최소 크기 정책 확인 필요
v3-failure-036,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20210813_0000205429.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20210813_0000205429.txt,small_or_far,0,damaged_tactile_block,0.949391,"0:0.512989,0.515000,0.147021,0.030000","0:0.406677,0.499812,0.438169,0.999473:0.949391",visible_small_defect_positive,keep_positive_with_small_object_augmentation,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,작지만 시각적으로 확인 가능한 균열/박리 결함 후보임
v3-failure-037,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_0_1_1_1_20211021_0000724389.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_0_1_1_1_20211021_0000724389.txt,false_positive_normal_tactile,0,damaged_tactile_block,0.451144,,"0:0.498922,0.389005,0.052169,0.117251:0.451144",normal_tactile_block_false_positive,keep_as_hard_negative,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,정상 점자블록 또는 표면 질감/그림자를 damaged_tactile_block으로 탐지함
v3-failure-038,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_0_1_1_1_20211017_0000657901.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_0_1_1_1_20211017_0000657901.txt,false_positive_normal_tactile,0,damaged_tactile_block,0.437366,,"0:0.492589,0.499794,0.415828,0.999588:0.437366",normal_tactile_block_false_positive,keep_as_hard_negative,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,정상 점자블록 또는 표면 질감/그림자를 damaged_tactile_block으로 탐지함
v3-failure-039,walksafe_kr_v2,test_subset,datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_0_1_2_1_20211027_0000998008.jpg,datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_0_1_2_1_20211027_0000998008.txt,false_positive_normal_tactile,0,damaged_tactile_block,0.389028,,"0:0.516915,0.499895,0.399434,0.999791:0.389028",normal_tactile_block_false_positive,keep_as_hard_negative,no_face_or_license_plate_visible_in_contact_sheet; keep local-only until source privacy audit,do_not_cross_split_with_same_location_or_sequence,candidate_for_v3_review,정상 점자블록 또는 표면 질감/그림자를 damaged_tactile_block으로 탐지함
