candidate_id,source_dataset,source_zip,source_xml,source_member,split,width,height,xmin,ymin,xmax,ymax,shape_type,points,review_decision,approved_xmin,approved_ymin,approved_xmax,approved_ymax,review_note
18b637a9b53e0c72,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0065/0625_13.xml,Bbox_0065/MP_SEL_007104.jpg,train,1920,1080,1205.44,357.70,1311.20,531.03,box,,,1205.44,357.70,1311.20,531.03,
19a503d3a328b58f,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0271/P0920_07.xml,Polygon_0271/MP_TW_P001849.jpg,train,1920,1080,1103.06,632.03,1167.12,775.44,polygon,"1118.01,634.76;1127.03,634.49;1126.62,632.03;1131.27,632.30;1133.04,634.63;1152.45,633.26;1152.99,636.95;1137.01,638.45;1137.96,651.16;1146.57,696.53;1151.92,705.38;1157.03,718.71;1158.20,726.00;1153.34,729.19;1158.72,748.45;1162.23,751.42;1167.12,759.62;1166.78,768.16;1163.40,773.70;1157.79,775.10;1153.12,775.44;1149.81,772.82;1146.18,766.90;1145.20,760.00;1148.44,750.95;1150.62,746.98;1148.91,742.99;1146.29,743.67;1135.94,756.05;1128.04,761.35;1120.54,762.05;1107.04,762.05;1103.06,756.63;1126.91,754.97;1131.88,750.41;1146.82,734.64;1147.45,731.95;1138.73,711.83;1132.50,703.10;1127.30,675.50;1131.64,664.10;1126.46,639.85;1116.50,639.01",,1103.06,632.03,1167.12,775.44,
1a47cbb643dfc8ad,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0148/0702_25.xml,Bbox_0148/MP_SEL_022165.jpg,train,1920,1080,1376.28,650.93,1442.38,778.37,box,,,1376.28,650.93,1442.38,778.37,
1a79fb006317115d,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0293/P0921_01.xml,Polygon_0293/MP_TW_P003048.jpg,train,1920,1080,639.91,156.27,713.29,262.02,polygon,"639.91,159.34;655.39,160.94;655.96,156.72;661.20,156.27;665.07,157.18;663.93,161.73;680.90,164.58;680.33,166.52;662.91,164.81;658.39,225.02;655.83,225.22;655.83,233.10;670.58,246.86;698.53,243.91;700.10,236.43;704.83,235.05;711.32,237.81;713.29,244.89;712.89,250.02;709.55,254.14;706.59,254.54;699.71,250.41;667.83,251.59;655.83,244.70;654.45,257.49;651.90,261.43;648.55,262.02;647.57,256.51;652.88,203.57;657.00,164.51",,639.91,156.27,713.29,262.02,
1c9c6fd1771dca46,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0127/0702_04.xml,Bbox_0127/MP_SEL_016817.jpg,train,1920,1080,391.14,284.83,441.38,356.23,box,,,391.14,284.83,441.38,356.23,
1d56651b4dc4046e,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0049/0624_10.xml,Bbox_0049/MP_SEL_005274.jpg,train,1920,1080,1110.11,562.94,1176.87,720.91,box,,,1110.11,562.94,1176.87,720.91,
1d99bdfac6ab1192,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0148/P0916_04.xml,Polygon_0148/MP_KSC_P000568.jpg,train,1920,1080,1314.18,440.13,1343.37,459.12,polygon,"1328.07,440.99;1342.80,440.13;1343.37,454.87;1314.18,459.12",,1314.18,440.13,1343.37,459.12,
20659517b4fc1470,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0102/0628_10.xml,Bbox_0102/MP_SEL_011971.jpg,train,1920,1080,84.86,399.84,144.40,469.64,box,,,84.86,399.84,144.40,469.64,
20dbf713a6f5aa96,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0061/0625_09.xml,Bbox_0061/MP_SEL_006566.jpg,train,1920,1080,1050.18,524.05,1084.46,564.48,box,,,1050.18,524.05,1084.46,564.48,
21feefdde1196657,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0293/P0921_01.xml,Polygon_0293/MP_TW_P003049.jpg,train,1920,1080,690.94,45.83,769.00,164.29,polygon,"691.97,49.03;704.77,49.73;708.27,49.73;711.97,45.93;718.17,45.83;719.97,53.63;734.77,54.93;734.87,56.73;716.37,56.63;709.00,128.10;722.70,147.94;747.20,144.84;751.70,144.74;753.70,135.64;758.20,134.04;762.80,133.84;765.70,136.64;767.70,143.24;769.00,147.64;766.40,154.57;762.32,157.45;756.20,155.42;753.56,149.29;722.72,152.89;717.08,151.33;707.24,142.69;707.48,153.85;706.52,159.97;701.96,164.29;698.84,162.97;697.40,152.29;702.92,140.77;710.38,55.91;696.70,52.89;690.94,51.16",,690.94,45.83,769.00,164.29,
24516ca37fc789c6,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0150/0704_01.xml,Bbox_0150/MP_SEL_022659.jpg,train,1920,1080,1391.14,265.83,1434.55,311.47,box,,,1391.14,265.83,1434.55,311.47,
2604e36ea3a88c0e,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0106/0628_14.xml,Bbox_0106/MP_SEL_012659.jpg,train,3328,1872,2619.69,605.75,2665.00,717.94,box,,,2619.69,605.75,2665.00,717.94,
2606289adbbc95e6,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0017/0620_03.xml,Bbox_0017/MP_SEL_002082.jpg,train,1920,1080,1292.02,474.77,1413.22,613.11,box,,,1292.02,474.77,1413.22,613.11,
26e65143e81a94fb,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0095/0628_03.xml,Bbox_0095/MP_SEL_010967.jpg,train,1920,1080,839.79,329.59,927.93,440.21,box,,,839.79,329.59,927.93,440.21,
276bde50a1d1b827,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0272/P0920_08.xml,Polygon_0272/MP_TW_P001882.jpg,train,1920,1080,1310.90,504.19,1432.69,844.03,polygon,"1418.05,524.23;1400.41,519.79;1401.37,516.19;1394.41,513.07;1392.61,515.23;1359.97,504.19;1354.93,506.71;1352.53,513.19;1385.17,526.15;1407.13,534.19;1407.61,542.11;1411.21,547.51;1396.62,588.37;1392.82,589.87;1391.82,596.28;1393.32,600.88;1378.21,639.97;1376.22,647.47;1375.42,651.88;1363.92,679.28;1359.77,701.63;1354.87,700.82;1351.67,700.32;1349.27,701.93;1344.47,707.52;1346.57,714.62;1335.17,734.42;1334.06,742.43;1346.17,751.02;1334.95,784.27;1332.79,788.16;1328.76,788.16;1323.14,792.62;1320.70,796.22;1324.87,797.52;1325.74,799.25;1319.40,804.72;1320.26,809.18;1312.34,826.46;1310.90,829.06;1321.56,843.60;1337.26,844.03;1344.97,833.81;1349.27,822.91;1349.68,810.91;1350.67,795.61;1355.17,780.41;1357.57,780.31;1369.67,796.31;1380.07,809.60;1393.67,825.11;1396.87,825.71;1399.57,815.21;1381.07,794.60;1368.88,777.50;1357.98,763.01;1363.76,739.60;1378.69,737.10;1394.62,692.06;1413.53,632.10;1416.58,622.93;1416.13,610.84;1414.26,607.24;1421.75,599.75;1415.27,593.27;1412.96,591.83;1424.63,554.68;1432.69,540.13;1423.19,536.96;1414.40,532.07;1415.99,525.16",,1310.90,504.19,1432.69,844.03,
285b43e1e54183cc,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0047/0624_08.xml,Bbox_0047/MP_SEL_005059.jpg,train,3328,1872,1958.38,981.23,2023.35,1084.22,box,,,1958.38,981.23,2023.35,1084.22,
2b1fdd6d33aa4a99,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0086/0627_07.xml,Bbox_0086/MP_SEL_009938.jpg,train,3328,1872,807.51,892.10,844.00,971.68,box,,,807.51,892.10,844.00,971.68,
2ff13f90837c3ba6,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0058/0625_06.xml,Bbox_0058/MP_SEL_006210.jpg,val,1920,1080,1731.00,592.10,1811.40,696.79,box,,,1731.00,592.10,1811.40,696.79,
300fc718fd098771,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0007/0619_03.xml,Bbox_0007/MP_SEL_001068.jpg,train,3328,1872,761.03,954.95,809.29,1063.16,box,,,761.03,954.95,809.29,1063.16,
30fd4097f5dc4326,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0083/0627_04.xml,Bbox_0083/MP_SEL_009669.jpg,train,1920,1080,741.20,444.42,825.60,575.50,box,,,741.20,444.42,825.60,575.50,
351bb5f8bbf758a4,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0065/0625_13.xml,Bbox_0065/MP_SEL_007103.jpg,train,1920,1080,716.00,348.00,916.00,779.00,box,,,716.00,348.00,916.00,779.00,
358e7e14a7a00b2d,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0143/0702_20.xml,Bbox_0143/MP_SEL_020606.jpg,train,1920,1080,860.01,833.29,918.40,940.16,box,,,860.01,833.29,918.40,940.16,
36603fb1f27d9f8f,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0058/0625_06.xml,Bbox_0058/MP_SEL_006320.jpg,train,1920,1080,966.13,575.00,988.26,614.84,box,,,966.13,575.00,988.26,614.84,
36c7ec00e4aff746,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0271/P0920_07.xml,Polygon_0271/MP_TW_P001849.jpg,train,1920,1080,1051.97,765.21,1067.35,769.70,polygon,"1051.97,766.42;1057.50,769.70;1062.00,769.53;1065.28,767.28;1067.35,765.21",,1051.97,765.21,1067.35,769.70,
36de67b36d59ad26,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0131/0702_08.xml,Bbox_0131/MP_SEL_018187.jpg,train,1920,1080,291.60,634.80,397.80,766.10,box,,,291.60,634.80,397.80,766.10,
38b5d59f7825335a,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0298/P0921_06.xml,Polygon_0298/MP_TW_P003291.jpg,train,1920,1080,1107.05,484.69,1314.27,1007.14,polygon,"1107.05,522.06;1185.95,503.73;1209.29,498.79;1207.88,486.81;1226.14,484.69;1228.25,493.15;1274.86,485.40;1276.27,493.15;1235.30,501.61;1226.14,507.96;1204.28,512.89;1216.50,579.90;1224.80,589.20;1221.90,601.00;1236.90,615.70;1243.06,642.63;1247.29,706.79;1239.53,728.64;1243.06,799.86;1250.81,801.27;1264.28,824.53;1283.32,887.99;1296.01,931.70;1299.53,951.44;1314.27,950.74;1310.74,959.20;1298.12,964.84;1288.96,970.48;1289.66,993.75;1281.91,1007.14;1268.51,1006.44;1264.28,991.63;1261.46,974.01;1250.81,967.66;1242.35,945.10;1224.80,899.97;1215.63,923.95;1206.47,921.83;1206.47,917.60;1211.40,918.31;1221.98,896.45;1217.04,855.56;1217.75,801.27;1226.14,800.56;1214.93,751.91;1207.88,726.53;1203.58,693.39;1203.58,663.07;1194.83,612.45;1199.20,606.10;1191.38,591.44;1198.71,589.46;1188.91,515.50;1154.64,524.32;1153.16,518.96;1149.78,522.34;1110.08,530.66",,1107.05,484.69,1314.27,1007.14,
3b7b0cb767aa6858,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0298/P0921_06.xml,Polygon_0298/MP_TW_P003294.jpg,train,1920,1080,1575.36,702.67,1609.63,786.60,polygon,"1604.74,782.10;1603.64,780.50;1601.94,780.30;1600.84,782.70;1600.84,785.40;1599.14,786.60;1597.24,785.80;1596.14,781.70;1595.74,776.90;1596.64,774.90;1598.74,772.60;1599.64,768.20;1601.54,766.90;1593.07,730.61;1593.94,726.57;1590.77,712.89;1587.31,711.74;1576.23,715.49;1575.36,712.17;1585.59,709.01;1588.32,704.11;1592.93,702.67;1595.09,703.39;1595.95,706.85;1600.42,703.39;1600.85,706.13;1594.66,712.17;1597.68,726.57;1603.73,760.41;1606.18,766.61;1609.63,776.11;1607.76,778.56;1607.76,782.01;1607.47,783.60;1605.75,783.74",,1575.36,702.67,1609.63,786.60,
3f506dae92c5f49a,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0146/0702_23.xml,Bbox_0146/MP_SEL_021416.jpg,train,1920,1080,1041.16,421.60,1080.64,517.08,box,,,1041.16,421.60,1080.64,517.08,
3f6595b55f4133d4,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0137/0702_14.xml,Bbox_0137/MP_SEL_019701.jpg,train,1920,1080,1348.55,587.40,1533.97,1074.62,box,,,1348.55,587.40,1533.97,1074.62,
430b50589a376a32,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0298/P0921_06.xml,Polygon_0298/MP_TW_P003291.jpg,train,1920,1080,464.95,409.23,521.25,551.22,polygon,"489.92,418.53;464.95,420.49;466.90,416.08;490.41,412.16;490.41,409.23;498.24,410.20;496.77,415.59;521.25,421.47;519.29,424.89;497.26,418.53;493.83,448.89;493.83,448.89;490.41,494.91;488.45,514.99;490.90,521.84;491.39,529.19;491.88,536.53;491.88,544.36;487.47,551.22;480.61,550.73;479.63,543.87;477.19,536.53;476.21,529.19;479.14,522.33;482.57,515.97;486.00,491.48;483.55,490.01;485.51,447.91;488.94,446.44",,464.95,409.23,521.25,551.22,
4468889e0123c98f,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0297/P0921_05.xml,Polygon_0297/MP_TW_P003220.jpg,train,1920,1080,504.87,547.15,646.96,701.31,polygon,"641.67,658.92;646.37,666.92;646.96,674.22;641.96,679.32;636.26,681.52;627.37,681.62;618.46,671.72;609.96,669.62;547.45,678.03;540.37,676.71;523.08,668.77;523.38,692.06;517.11,701.31;509.34,697.13;507.55,691.16;511.13,666.38;511.43,663.09;506.36,659.51;509.64,654.14;512.63,655.93;517.70,659.51;516.51,651.75;517.40,646.97;525.77,566.05;525.77,555.90;520.69,556.20;513.27,556.39;511.35,557.11;509.55,554.95;507.15,555.91;504.87,551.35;507.39,547.87;512.07,547.15;513.63,550.51;533.35,548.54;548.53,548.79;551.17,550.38;551.17,551.68;538.47,552.78;536.37,556.08;536.17,560.68;533.27,560.58;529.67,559.88;527.47,599.58;525.87,615.78;522.97,643.58;525.56,654.67;548.32,669.21;617.72,661.15;622.62,655.10;635.44,652.51;642.06,657.26",,504.87,547.15,646.96,701.31,
4772293feced4f16,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0271/P0920_07.xml,Polygon_0271/MP_TW_P001850.jpg,train,1920,1080,688.36,456.06,759.97,580.81,polygon,"694.99,457.42;722.53,456.06;722.53,461.84;715.73,461.84;712.67,521.68;709.61,536.30;712.33,552.62;722.87,562.83;741.91,561.13;746.67,552.28;750.41,551.26;757.21,551.26;754.49,553.98;757.66,557.45;759.97,566.19;756.40,572.07;752.59,573.30;747.39,571.53;745.21,568.27;744.40,566.77;721.44,569.63;709.27,567.45;705.57,577.96;699.45,580.68;695.60,580.81;690.26,577.55;688.36,573.71;689.31,566.19;693.43,559.39;695.74,554.05;696.69,541.88;693.29,538.62;695.47,533.28;696.96,530.83;705.57,486.69;707.64,463.71;694.79,462.89",,688.36,456.06,759.97,580.81,
4790917a470a1b65,aihub189_bbox_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/바운딩박스/Bbox_1_new.zip,Bbox_0029/0621_03.xml,Bbox_0029/MP_SEL_003278.jpg,train,1920,1080,464.38,499.25,568.33,630.83,box,,,464.38,499.25,568.33,630.83,
48d4f79fbd239bd2,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0299/P0921_07.xml,Polygon_0299/MP_TW_P003305.jpg,train,1920,1080,621.40,444.42,653.65,510.52,polygon,"640.55,500.58;645.16,500.73;648.18,494.82;650.77,494.53;653.65,500.87;652.93,506.20;648.18,507.21;646.74,505.62;646.17,503.17;634.65,504.47;632.92,509.65;629.32,510.52;627.16,507.21;629.03,500.73;631.19,494.10;630.18,485.17;629.17,476.68;630.80,457.20;632.20,455.80;633.50,448.20;621.40,446.29;622.12,444.42;650.77,447.45;649.91,449.61;637.09,449.17;635.94,456.95;636.81,459.69;635.22,479.13;634.21,490.79;635.37,494.10",,621.40,444.42,653.65,510.52,
4aea57d0ab513cdb,aihub189_polygon_scooter_candidate,/home/ddobagi/Downloads/한이음 드림업 데이터셋/인도보행 영상/폴리곤세크멘테이션/Polygon_1_new.zip,Polygon_0253/P0919_19.xml,Polygon_0253/MP_TW_P000949.jpg,train,1920,1080,1205.44,653.05,1273.84,747.23,polygon,"1225.14,714.13;1218.54,713.53;1214.64,713.63;1208.04,717.03;1205.44,729.33;1208.34,741.83;1214.24,747.23;1225.14,746.63;1231.94,744.53;1232.84,741.33;1234.14,734.43;1254.44,734.23;1260.44,743.43;1266.44,745.83;1271.14,742.03;1273.54,736.03;1273.84,731.63;1273.84,724.33;1269.94,713.93;1265.64,711.33;1259.44,711.63;1256.14,714.83;1254.04,708.93;1253.04,708.23;1248.34,709.13;1242.64,705.53;1241.64,696.93;1241.68,680.75;1240.58,677.15;1236.88,675.85;1233.68,673.55;1232.58,669.55;1236.78,664.45;1239.58,663.95;1238.38,653.05;1235.98,654.75;1231.18,656.25;1231.98,701.55;1231.78,703.15;1228.48,710.55",,1205.44,653.05,1273.84,747.23,
