image_id,package_image_path,package_initial_label_path,package_final_label_path,original_sanitized_image_path,source_label_path,review_ids,source_buckets,source_label_box_count,notes,package_image_width,package_image_height
wsv3_img_0038_91a751c483,images/wsv3_img_0038_91a751c483.jpg,labels_initial/wsv3_img_0038_91a751c483.txt,labels_final/wsv3_img_0038_91a751c483.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0038_91a751c483.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013733.txt,v3-review-135;v3-review-136,false_positive_extra_box,4,v3-review-135: 여러 박리 파손이 있으나 기존 박스가 일부만 잡음 | v3-review-136: 여러 박리 파손/균열이 있으나 박스 범위 재정의 필요,1152,2048
wsv3_img_0048_323dd30126,images/wsv3_img_0048_323dd30126.jpg,labels_initial/wsv3_img_0048_323dd30126.txt,labels_final/wsv3_img_0048_323dd30126.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0048_323dd30126.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210829_0000386812.txt,v3-review-159,false_positive_extra_box,4,v3-review-159: 중앙 대면적 박리 파손이 기존 라벨 외 추가로 필요,1152,2048
wsv3_img_0055_380172dcd9,images/wsv3_img_0055_380172dcd9.jpg,labels_initial/wsv3_img_0055_380172dcd9.txt,labels_final/wsv3_img_0055_380172dcd9.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0055_380172dcd9.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.txt,v3-review-167;v3-review-168;v3-review-169;v3-review-170,false_positive_extra_box;missed_defect,2,v3-review-167: 균열/박리 파손은 명확하나 빨간 박스 기준이라 수동 라벨 필요 | v3-review-168: 박리/노출 파손이 기존 초록 박스에 충분히 포함되지 않음 | v3-review-169: 세로 박리/노출 파손이 명확하나 수동 박스 필요 | v3-review-170: 균열과 하단 박리 파손이 있으나 박스 수동 조정 필요,1152,2048
wsv3_img_0058_8f3941787b,images/wsv3_img_0058_8f3941787b.jpg,labels_initial/wsv3_img_0058_8f3941787b.txt,labels_final/wsv3_img_0058_8f3941787b.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0058_8f3941787b.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_3_2_20211111_0000934333.txt,v3-review-173;v3-review-174,false_positive_extra_box,4,v3-review-173: 균열 파손이 있으나 기존 초록 박스가 전체 범위를 충분히 포함하지 않음 | v3-review-174: 여러 균열이 있으나 기존 박스가 일부만 포함하여 재라벨 필요,1152,2048
wsv3_img_0060_73905c568c,images/wsv3_img_0060_73905c568c.jpg,labels_initial/wsv3_img_0060_73905c568c.txt,labels_final/wsv3_img_0060_73905c568c.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0060_73905c568c.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_1_20211102_0000833270.txt,v3-review-176,false_positive_extra_box,4,v3-review-176: 이음부 박리/파손이 명확하나 수동 박스 필요,1152,2048
wsv3_img_0061_e52d45e7cf,images/wsv3_img_0061_e52d45e7cf.jpg,labels_initial/wsv3_img_0061_e52d45e7cf.txt,labels_final/wsv3_img_0061_e52d45e7cf.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0061_e52d45e7cf.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.txt,v3-review-177;v3-review-179,false_positive_extra_box,2,v3-review-177: 이음부 표면 박리/파손이 있어 박스 재라벨 필요 | v3-review-179: 이음부 균열과 박리 파손이 명확하나 박스 수동 조정 필요,1152,2048
wsv3_img_0062_ce86c9dd8d,images/wsv3_img_0062_ce86c9dd8d.jpg,labels_initial/wsv3_img_0062_ce86c9dd8d.txt,labels_final/wsv3_img_0062_ce86c9dd8d.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0062_ce86c9dd8d.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_2_20211102_0000833026.txt,v3-review-181,false_positive_extra_box,2,v3-review-181: 이음부 박리/침식 파손이 명확하나 수동 박스 필요,1152,2048
wsv3_img_0063_7eeeecede1,images/wsv3_img_0063_7eeeecede1.jpg,labels_initial/wsv3_img_0063_7eeeecede1.txt,labels_final/wsv3_img_0063_7eeeecede1.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0063_7eeeecede1.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_5_1_20210924_0000542833.txt,v3-review-182,false_positive_extra_box,2,v3-review-182: 이음부 노출/박리 파손이 명확하나 수동 박스 필요,1153,2048
wsv3_img_0072_ec4bef20df,images/wsv3_img_0072_ec4bef20df.jpg,labels_initial/wsv3_img_0072_ec4bef20df.txt,labels_final/wsv3_img_0072_ec4bef20df.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0072_ec4bef20df.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_6_1_20210909_0000493313.txt,v3-review-192;v3-review-193;v3-review-194;v3-review-195,false_positive_extra_box;missed_defect,4,v3-review-192: 대면적 박리/노출 파손이 명확하나 빨간 박스 기준이라 수동 라벨 필요 | v3-review-193: 측면 박리 파손이 명확하지만 기존 초록 박스가 파손 범위를 충분히 포함하지 못함 | v3-review-194: 대면적 박리/노출 파손이 기존 박스에 충분히 포함되지 않음 | v3-review-195: 측면 박리 파손이 명확하지만 기존 초록 박스가 너무 넓고 위치가 부정확하여 재라벨 필요,1152,2048
wsv3_img_0073_ff46815768,images/wsv3_img_0073_ff46815768.jpg,labels_initial/wsv3_img_0073_ff46815768.txt,labels_final/wsv3_img_0073_ff46815768.txt,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0073_ff46815768.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_6_2_20210909_0000493189.txt,v3-review-196,false_positive_extra_box,4,v3-review-196: 긴 균열 파손이 있으나 기존 박스와 범위가 맞지 않아 재라벨 필요,1152,2048
