review_id,review_order,source_bucket,confidence,gt_box_xywhn,pred_box_xywhn,source_image,sanitized_image_path,source_label,overlay_path,crop_path,review_notes,manual_label_required,source_label_box_count,package_image_path,package_initial_label_path,package_final_label_path,package_overlay_path,package_crop_path,package_image_width,package_image_height
v3-review-115,22,false_positive_extra_box,0.343312,,"0.518051,0.576571,0.239584,0.029619:0.343312",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20211005_0000597005.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0027_d0911851c4.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20211005_0000597005.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/022_v3-review-115_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/022_v3-review-115_false_positive_extra_box.jpg,이음부 균열/박리와 이물이 혼재되어 박스 범위 수동 조정 필요,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0027_d0911851c4.jpg,labels_initial/wsv3_img_0027_d0911851c4.txt,labels_final/wsv3_img_0027_d0911851c4.txt,overlays/022_v3-review-115_false_positive_extra_box.jpg,crops/022_v3-review-115_false_positive_extra_box.jpg,1152,2048
v3-review-124,24,false_positive_extra_box,0.473052,,"0.472610,0.555516,0.282841,0.105806:0.473052",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20211021_0000700279.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0032_2f57e4b636.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20211021_0000700279.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/024_v3-review-124_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/024_v3-review-124_false_positive_extra_box.jpg,큰 균열 파손이 있으나 후보/기존 박스 범위 재정의 필요,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0032_2f57e4b636.jpg,labels_initial/wsv3_img_0032_2f57e4b636.txt,labels_final/wsv3_img_0032_2f57e4b636.txt,overlays/024_v3-review-124_false_positive_extra_box.jpg,crops/024_v3-review-124_false_positive_extra_box.jpg,1153,2048
v3-review-126,25,false_positive_extra_box,0.346901,,"0.615339,0.396126,0.087896,0.048015:0.346901",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_1_20211024_0000816514.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0033_16b2751d2d.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_1_20211024_0000816514.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/025_v3-review-126_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/025_v3-review-126_false_positive_extra_box.jpg,모서리 파손 및 균열이 있어 박스 재라벨 필요,yes; create/edit YOLO label manually before training,3,images/wsv3_img_0033_16b2751d2d.jpg,labels_initial/wsv3_img_0033_16b2751d2d.txt,labels_final/wsv3_img_0033_16b2751d2d.txt,overlays/025_v3-review-126_false_positive_extra_box.jpg,crops/025_v3-review-126_false_positive_extra_box.jpg,1152,2048
v3-review-135,26,false_positive_extra_box,0.400305,,"0.538987,0.263037,0.227255,0.121276:0.400305",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013733.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0038_91a751c483.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013733.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/026_v3-review-135_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/026_v3-review-135_false_positive_extra_box.jpg,여러 박리 파손이 있으나 기존 박스가 일부만 잡음,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0038_91a751c483.jpg,labels_initial/wsv3_img_0038_91a751c483.txt,labels_final/wsv3_img_0038_91a751c483.txt,overlays/026_v3-review-135_false_positive_extra_box.jpg,crops/026_v3-review-135_false_positive_extra_box.jpg,1152,2048
v3-review-136,27,false_positive_extra_box,0.277104,,"0.501716,0.262548,0.147246,0.119622:0.277104",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013733.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0038_91a751c483.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210725_0000013733.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/027_v3-review-136_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/027_v3-review-136_false_positive_extra_box.jpg,여러 박리 파손/균열이 있으나 박스 범위 재정의 필요,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0038_91a751c483.jpg,labels_initial/wsv3_img_0038_91a751c483.txt,labels_final/wsv3_img_0038_91a751c483.txt,overlays/027_v3-review-136_false_positive_extra_box.jpg,crops/027_v3-review-136_false_positive_extra_box.jpg,1152,2048
v3-review-159,33,false_positive_extra_box,0.753533,,"0.497225,0.231228,0.235870,0.098104:0.753533",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_1_2_20210829_0000386812.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0048_323dd30126.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_1_2_20210829_0000386812.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/033_v3-review-159_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/033_v3-review-159_false_positive_extra_box.jpg,중앙 대면적 박리 파손이 기존 라벨 외 추가로 필요,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0048_323dd30126.jpg,labels_initial/wsv3_img_0048_323dd30126.txt,labels_final/wsv3_img_0048_323dd30126.txt,overlays/033_v3-review-159_false_positive_extra_box.jpg,crops/033_v3-review-159_false_positive_extra_box.jpg,1152,2048
v3-review-167,41,missed_defect,0.250940,"0.554336,0.394998,0.115171,0.273015","0.535510,0.455109,0.066515,0.146012:0.250940",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0055_380172dcd9.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/041_v3-review-167_missed_defect.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/041_v3-review-167_missed_defect.jpg,균열/박리 파손은 명확하나 빨간 박스 기준이라 수동 라벨 필요,yes; create/edit YOLO label manually before training,2,images/wsv3_img_0055_380172dcd9.jpg,labels_initial/wsv3_img_0055_380172dcd9.txt,labels_final/wsv3_img_0055_380172dcd9.txt,overlays/041_v3-review-167_missed_defect.jpg,crops/041_v3-review-167_missed_defect.jpg,1152,2048
v3-review-168,42,false_positive_extra_box,0.461662,,"0.486919,0.352644,0.036693,0.045774:0.461662",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0055_380172dcd9.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/042_v3-review-168_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/042_v3-review-168_false_positive_extra_box.jpg,박리/노출 파손이 기존 초록 박스에 충분히 포함되지 않음,yes; create/edit YOLO label manually before training,2,images/wsv3_img_0055_380172dcd9.jpg,labels_initial/wsv3_img_0055_380172dcd9.txt,labels_final/wsv3_img_0055_380172dcd9.txt,overlays/042_v3-review-168_false_positive_extra_box.jpg,crops/042_v3-review-168_false_positive_extra_box.jpg,1152,2048
v3-review-169,43,false_positive_extra_box,0.285465,,"0.401197,0.650395,0.034538,0.094880:0.285465",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0055_380172dcd9.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/043_v3-review-169_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/043_v3-review-169_false_positive_extra_box.jpg,세로 박리/노출 파손이 명확하나 수동 박스 필요,yes; create/edit YOLO label manually before training,2,images/wsv3_img_0055_380172dcd9.jpg,labels_initial/wsv3_img_0055_380172dcd9.txt,labels_final/wsv3_img_0055_380172dcd9.txt,overlays/043_v3-review-169_false_positive_extra_box.jpg,crops/043_v3-review-169_false_positive_extra_box.jpg,1152,2048
v3-review-170,44,false_positive_extra_box,0.250940,,"0.535510,0.455109,0.066515,0.146012:0.250940",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0055_380172dcd9.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_2_2_20210902_0000421609.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/044_v3-review-170_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/044_v3-review-170_false_positive_extra_box.jpg,균열과 하단 박리 파손이 있으나 박스 수동 조정 필요,yes; create/edit YOLO label manually before training,2,images/wsv3_img_0055_380172dcd9.jpg,labels_initial/wsv3_img_0055_380172dcd9.txt,labels_final/wsv3_img_0055_380172dcd9.txt,overlays/044_v3-review-170_false_positive_extra_box.jpg,crops/044_v3-review-170_false_positive_extra_box.jpg,1152,2048
v3-review-173,47,false_positive_extra_box,0.446581,,"0.577142,0.345455,0.118396,0.055530:0.446581",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_3_2_20211111_0000934333.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0058_8f3941787b.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_3_2_20211111_0000934333.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/047_v3-review-173_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/047_v3-review-173_false_positive_extra_box.jpg,균열 파손이 있으나 기존 초록 박스가 전체 범위를 충분히 포함하지 않음,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0058_8f3941787b.jpg,labels_initial/wsv3_img_0058_8f3941787b.txt,labels_final/wsv3_img_0058_8f3941787b.txt,overlays/047_v3-review-173_false_positive_extra_box.jpg,crops/047_v3-review-173_false_positive_extra_box.jpg,1152,2048
v3-review-174,48,false_positive_extra_box,0.306568,,"0.586237,0.593354,0.181328,0.167445:0.306568",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_3_2_20211111_0000934333.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0058_8f3941787b.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_3_2_20211111_0000934333.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/048_v3-review-174_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/048_v3-review-174_false_positive_extra_box.jpg,여러 균열이 있으나 기존 박스가 일부만 포함하여 재라벨 필요,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0058_8f3941787b.jpg,labels_initial/wsv3_img_0058_8f3941787b.txt,labels_final/wsv3_img_0058_8f3941787b.txt,overlays/048_v3-review-174_false_positive_extra_box.jpg,crops/048_v3-review-174_false_positive_extra_box.jpg,1152,2048
v3-review-176,50,false_positive_extra_box,0.348320,,"0.483141,0.583711,0.296221,0.030231:0.348320",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_4_1_20211102_0000833270.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0060_73905c568c.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_1_20211102_0000833270.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/050_v3-review-176_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/050_v3-review-176_false_positive_extra_box.jpg,이음부 박리/파손이 명확하나 수동 박스 필요,yes; create/edit YOLO label manually before training,4,images/wsv3_img_0060_73905c568c.jpg,labels_initial/wsv3_img_0060_73905c568c.txt,labels_final/wsv3_img_0060_73905c568c.txt,overlays/050_v3-review-176_false_positive_extra_box.jpg,crops/050_v3-review-176_false_positive_extra_box.jpg,1152,2048
v3-review-177,51,false_positive_extra_box,0.360543,,"0.480110,0.684471,0.142501,0.018589:0.360543",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0061_e52d45e7cf.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/051_v3-review-177_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/051_v3-review-177_false_positive_extra_box.jpg,이음부 표면 박리/파손이 있어 박스 재라벨 필요,yes; create/edit YOLO label manually before training,2,images/wsv3_img_0061_e52d45e7cf.jpg,labels_initial/wsv3_img_0061_e52d45e7cf.txt,labels_final/wsv3_img_0061_e52d45e7cf.txt,overlays/051_v3-review-177_false_positive_extra_box.jpg,crops/051_v3-review-177_false_positive_extra_box.jpg,1152,2048
v3-review-179,53,false_positive_extra_box,0.307939,,"0.512919,0.391843,0.140236,0.027344:0.307939",/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/images/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.jpg,datasets/walksafe_kr_v3_privacy_sanitized_20260520/images/wsv3_img_0061_e52d45e7cf.jpg,/home/ddobagi/Code/hanium-dreamup/datasets/walksafe_kr_v2/labels/test/aihub513_tactile_2_09_1_1_4_2_20211101_0000834971.txt,datasets/walksafe_kr_v3_manual_review_20260520/images/overlays/053_v3-review-179_false_positive_extra_box.jpg,datasets/walksafe_kr_v3_manual_review_20260520/images/crops/053_v3-review-179_false_positive_extra_box.jpg,이음부 균열과 박리 파손이 명확하나 박스 수동 조정 필요,yes; create/edit YOLO label manually before training,2,images/wsv3_img_0061_e52d45e7cf.jpg,labels_initial/wsv3_img_0061_e52d45e7cf.txt,labels_final/wsv3_img_0061_e52d45e7cf.txt,overlays/053_v3-review-179_false_positive_extra_box.jpg,crops/053_v3-review-179_false_positive_extra_box.jpg,1152,2048
