review_id,review_order,final_reviewer_decision,reviewer_confidence,reviewer_reason,bbox_review_status,manual_damage_area_boxes_xywhn,bbox_review_notes,source_split,image_path,label_path,contact_sheet_full,contact_sheet_crop,contact_sheet_number,row_in_sheet,sheet_review_order_range,issue_type,suggested_review_focus,bbox_format,gt_damage_area_count,pred_damage_area_count,tp_damage_area_count,fn_damage_area_count,fp_damage_area_count,gt_damage_area_boxes,pred_damage_area_boxes,fn_damage_area_boxes,fp_damage_area_boxes
tactile3-da-final-012,12,add_missing_tactile_damage_area,high,several edge chips outside current GT manual_bbox_required,done,"2:0.386494,0.093445,0.027684,0.020367;2:0.372029,0.173390,0.019746,0.020589;2:0.364973,0.357767,0.057551,0.026231",added left-edge chips outside current GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600554.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600554.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_02.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_02.jpg,2,4,9-16,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,15,2,1,13,"2:0.689374,0.928129,0.101549,0.068545;2:0.337079,0.664054,0.081239,0.074697;2:0.616238,0.378921,0.060739,0.048580","2:0.323530,0.679878,0.058199,0.039829:0.5238;2:0.618434,0.373643,0.046326,0.034343:0.4043;2:0.701244,0.938561,0.071178,0.047897:0.3748;2:0.386494,0.093445,0.027684,0.020367:0.3495;2:0.364973,0.357767,0.057551,0.026231:0.2916;2:0.330229,0.679383,0.071314,0.043566:0.2614;2:0.365940,0.358083,0.061638,0.030904:0.2135;2:0.594986,0.373466,0.097460,0.040551:0.1752;2:0.706402,0.940288,0.058297,0.042147:0.1746;2:0.372029,0.173390,0.019746,0.020589:0.1635;2:0.615310,0.373423,0.055575,0.037618:0.1001;2:0.598008,0.373141,0.090055,0.038714:0.0922;2:0.388488,0.094016,0.036907,0.025488:0.0654;2:0.374968,0.175229,0.030886,0.030983:0.0527;2:0.333251,0.673176,0.077201,0.056002:0.0505","2:0.689374,0.928129,0.101549,0.068545","2:0.323530,0.679878,0.058199,0.039829:0.5238;2:0.618434,0.373643,0.046326,0.034343:0.4043;2:0.701244,0.938561,0.071178,0.047897:0.3748;2:0.386494,0.093445,0.027684,0.020367:0.3495;2:0.364973,0.357767,0.057551,0.026231:0.2916;2:0.330229,0.679383,0.071314,0.043566:0.2614;2:0.365940,0.358083,0.061638,0.030904:0.2135;2:0.594986,0.373466,0.097460,0.040551:0.1752;2:0.706402,0.940288,0.058297,0.042147:0.1746;2:0.372029,0.173390,0.019746,0.020589:0.1635;2:0.598008,0.373141,0.090055,0.038714:0.0922;2:0.388488,0.094016,0.036907,0.025488:0.0654;2:0.374968,0.175229,0.030886,0.030983:0.0527"
tactile3-da-final-013,13,add_missing_tactile_damage_area,medium,additional worn raised-bar damage areas visible outside GT manual_bbox_required,done,"2:0.557550,0.230152,0.041029,0.013223;2:0.464683,0.230607,0.026547,0.011114;2:0.682272,0.570302,0.038346,0.021767;2:0.483285,0.748583,0.043651,0.147624;2:0.648426,0.807109,0.039243,0.041530",added worn raised-bar damage areas outside current GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210723_0000063754.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210723_0000063754.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_02.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_02.jpg,2,5,9-16,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,12,1,2,11,"2:0.473691,0.532101,0.049102,0.116337;2:0.616971,0.615110,0.048663,0.107738;2:0.564305,0.751513,0.048203,0.148336","2:0.682272,0.570302,0.038346,0.021767:0.4143;2:0.475747,0.553696,0.044732,0.066270:0.4109;2:0.557550,0.230152,0.041029,0.013223:0.2368;2:0.464683,0.230607,0.026547,0.011114:0.1979;2:0.468420,0.230353,0.031264,0.011349:0.1449;2:0.474926,0.539649,0.039983,0.038354:0.1133;2:0.564713,0.786929,0.038186,0.072957:0.1099;2:0.483285,0.748583,0.043651,0.147624:0.0901;2:0.475652,0.559850,0.041774,0.051759:0.0733;2:0.674259,0.570552,0.060492,0.030215:0.0627;2:0.648426,0.807109,0.039243,0.041530:0.0541;2:0.606860,0.457544,0.045295,0.011764:0.0539","2:0.616971,0.615110,0.048663,0.107738;2:0.564305,0.751513,0.048203,0.148336","2:0.682272,0.570302,0.038346,0.021767:0.4143;2:0.557550,0.230152,0.041029,0.013223:0.2368;2:0.464683,0.230607,0.026547,0.011114:0.1979;2:0.468420,0.230353,0.031264,0.011349:0.1449;2:0.474926,0.539649,0.039983,0.038354:0.1133;2:0.564713,0.786929,0.038186,0.072957:0.1099;2:0.483285,0.748583,0.043651,0.147624:0.0901;2:0.475652,0.559850,0.041774,0.051759:0.0733;2:0.674259,0.570552,0.060492,0.030215:0.0627;2:0.648426,0.807109,0.039243,0.041530:0.0541;2:0.606860,0.457544,0.045295,0.011764:0.0539"
tactile3-da-final-014,14,add_missing_tactile_damage_area,medium,several small seam chips outside current GT manual_bbox_required,done,"2:0.520978,0.278855,0.108331,0.016834;2:0.537454,0.391085,0.218593,0.020921;2:0.470057,0.180150,0.042783,0.017605;2:0.570046,0.918075,0.071728,0.025050;2:0.569048,0.040120,0.077409,0.009831",added seam chips outside current GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210915_0000521876.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210915_0000521876.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_02.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_02.jpg,2,6,9-16,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,12,1,2,11,"2:0.469074,0.700229,0.065727,0.013138;2:0.590018,0.689376,0.093555,0.037926;2:0.644314,0.456332,0.018377,0.029463","2:0.520978,0.278855,0.108331,0.016834:0.3926;2:0.579160,0.695641,0.088646,0.026982:0.2870;2:0.537454,0.391085,0.218593,0.020921:0.2606;2:0.470057,0.180150,0.042783,0.017605:0.2487;2:0.520808,0.278917,0.105275,0.013913:0.2275;2:0.421714,0.701273,0.171480,0.021639:0.1931;2:0.570046,0.918075,0.071728,0.025050:0.0885;2:0.569048,0.040120,0.077409,0.009831:0.0778;2:0.417591,0.695129,0.179771,0.032166:0.0724;2:0.507711,0.529104,0.288435,0.025146:0.0572;2:0.438298,0.702078,0.138069,0.017850:0.0534;2:0.581441,0.688682,0.110501,0.044195:0.0515","2:0.469074,0.700229,0.065727,0.013138;2:0.644314,0.456332,0.018377,0.029463","2:0.520978,0.278855,0.108331,0.016834:0.3926;2:0.579160,0.695641,0.088646,0.026982:0.2870;2:0.537454,0.391085,0.218593,0.020921:0.2606;2:0.470057,0.180150,0.042783,0.017605:0.2487;2:0.520808,0.278917,0.105275,0.013913:0.2275;2:0.421714,0.701273,0.171480,0.021639:0.1931;2:0.570046,0.918075,0.071728,0.025050:0.0885;2:0.569048,0.040120,0.077409,0.009831:0.0778;2:0.417591,0.695129,0.179771,0.032166:0.0724;2:0.507711,0.529104,0.288435,0.025146:0.0572;2:0.438298,0.702078,0.138069,0.017850:0.0534"
tactile3-da-final-015,15,add_missing_tactile_damage_area,high,multiple horizontal seam spalls outside current GT manual_bbox_required,done,"2:0.430500,0.428905,0.107000,0.055686;2:0.564197,0.984696,0.127186,0.030428;2:0.504591,0.146729,0.044031,0.008285",added missing seam spalls; split first box to avoid duplicating existing GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_4_20211027_0000803350.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_4_20211027_0000803350.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_02.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_02.jpg,2,7,9-16,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,12,1,2,11,"2:0.510905,0.740619,0.179931,0.041453;2:0.566162,0.432008,0.164994,0.038546;2:0.588179,0.236101,0.076383,0.063145","2:0.514371,0.428905,0.274378,0.055686:0.5023;2:0.510102,0.741213,0.197130,0.043441:0.4349;2:0.582509,0.211234,0.074891,0.019325:0.2480;2:0.540614,0.440716,0.088923,0.028030:0.1696;2:0.564197,0.984696,0.127186,0.030428:0.1678;2:0.509298,0.741916,0.196404,0.044413:0.1616;2:0.607420,0.414180,0.083066,0.023474:0.1571;2:0.581789,0.210360,0.078629,0.024765:0.1374;2:0.551386,0.750562,0.102569,0.024096:0.1317;2:0.504591,0.146729,0.044031,0.008285:0.0765;2:0.513450,0.446033,0.267977,0.045561:0.0695;2:0.450063,0.729356,0.074941,0.019978:0.0578","2:0.566162,0.432008,0.164994,0.038546;2:0.588179,0.236101,0.076383,0.063145","2:0.514371,0.428905,0.274378,0.055686:0.5023;2:0.582509,0.211234,0.074891,0.019325:0.2480;2:0.540614,0.440716,0.088923,0.028030:0.1696;2:0.564197,0.984696,0.127186,0.030428:0.1678;2:0.509298,0.741916,0.196404,0.044413:0.1616;2:0.607420,0.414180,0.083066,0.023474:0.1571;2:0.581789,0.210360,0.078629,0.024765:0.1374;2:0.551386,0.750562,0.102569,0.024096:0.1317;2:0.504591,0.146729,0.044031,0.008285:0.0765;2:0.513450,0.446033,0.267977,0.045561:0.0695;2:0.450063,0.729356,0.074941,0.019978:0.0578"
tactile3-da-final-016,16,add_missing_tactile_damage_area,high,long broken seam damage is not fully covered by GT manual_bbox_required,done,"2:0.466780,0.528067,0.269859,0.087986;2:0.568756,0.734867,0.050697,0.054091;2:0.582005,0.301368,0.077475,0.020386;2:0.526249,0.204505,0.102990,0.008560",second-pass: trimmed add_missing seam boxes to avoid duplicating existing GT boxes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210813_0000205423.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210813_0000205423.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_02.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_02.jpg,2,8,9-16,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,12,1,2,11,"2:0.623255,0.519286,0.043092,0.027143;2:0.500315,0.714286,0.086185,0.011429;2:0.634662,0.723571,0.081115,0.032857","2:0.562845,0.734867,0.224833,0.054091:0.5928;2:0.488993,0.528067,0.314286,0.087986:0.5745;2:0.491691,0.520933,0.311200,0.066981:0.4333;2:0.497222,0.717555,0.091225,0.016634:0.1557;2:0.582005,0.301368,0.077475,0.020386:0.1237;2:0.582385,0.297625,0.075744,0.013383:0.1099;2:0.526249,0.204505,0.102990,0.008560:0.0970;2:0.490996,0.522775,0.313427,0.066681:0.0754;2:0.581642,0.303923,0.080513,0.027304:0.0700;2:0.581543,0.298483,0.079762,0.020862:0.0548;2:0.539888,0.205058,0.135378,0.012624:0.0516;2:0.382148,0.295507,0.035658,0.009088:0.0515","2:0.623255,0.519286,0.043092,0.027143;2:0.634662,0.723571,0.081115,0.032857","2:0.562845,0.734867,0.224833,0.054091:0.5928;2:0.488993,0.528067,0.314286,0.087986:0.5745;2:0.491691,0.520933,0.311200,0.066981:0.4333;2:0.582005,0.301368,0.077475,0.020386:0.1237;2:0.582385,0.297625,0.075744,0.013383:0.1099;2:0.526249,0.204505,0.102990,0.008560:0.0970;2:0.490996,0.522775,0.313427,0.066681:0.0754;2:0.581642,0.303923,0.080513,0.027304:0.0700;2:0.581543,0.298483,0.079762,0.020862:0.0548;2:0.539888,0.205058,0.135378,0.012624:0.0516;2:0.382148,0.295507,0.035658,0.009088:0.0515"
tactile3-da-final-018,18,add_missing_tactile_damage_area,high,clear exposed patch and cracks include unlabeled damage manual_bbox_required,done,"2:0.490271,0.120945,0.049365,0.012831;2:0.537232,0.480257,0.037389,0.024391",added distinct missing chips only,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210828_0000377368.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210828_0000377368.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,2,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,9,0,3,9,"2:0.434334,0.728431,0.263847,0.043502;2:0.508657,0.424937,0.098435,0.051347;2:0.573316,0.461874,0.022471,0.019968","2:0.496565,0.428034,0.043559,0.041018:0.7523;2:0.480350,0.719496,0.073945,0.015192:0.2277;2:0.479185,0.720104,0.089141,0.020720:0.1434;2:0.562890,0.456880,0.045623,0.030368:0.1313;2:0.490271,0.120945,0.049365,0.012831:0.1178;2:0.356052,0.729088,0.110208,0.039720:0.0996;2:0.486258,0.121369,0.063932,0.012768:0.0852;2:0.350858,0.729855,0.100580,0.037783:0.0624;2:0.537232,0.480257,0.037389,0.024391:0.0504","2:0.434334,0.728431,0.263847,0.043502;2:0.508657,0.424937,0.098435,0.051347;2:0.573316,0.461874,0.022471,0.019968","2:0.496565,0.428034,0.043559,0.041018:0.7523;2:0.480350,0.719496,0.073945,0.015192:0.2277;2:0.479185,0.720104,0.089141,0.020720:0.1434;2:0.562890,0.456880,0.045623,0.030368:0.1313;2:0.490271,0.120945,0.049365,0.012831:0.1178;2:0.356052,0.729088,0.110208,0.039720:0.0996;2:0.486258,0.121369,0.063932,0.012768:0.0852;2:0.350858,0.729855,0.100580,0.037783:0.0624;2:0.537232,0.480257,0.037389,0.024391:0.0504"
tactile3-da-final-019,19,fix_tactile_damage_area_bbox,high,current GT covers overly broad block regions instead of tight cracks manual_bbox_required,done,"2:0.490521,0.185525,0.112340,0.012134;2:0.477021,0.289478,0.054591,0.012221;2:0.565864,0.404266,0.060995,0.068686;2:0.510183,0.511314,0.231279,0.018288;2:0.532881,0.860902,0.365986,0.060205",replacement tight cracks; broad GT block regions excluded,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210729_0000025588.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210729_0000025588.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,3,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,9,0,3,9,"2:0.514257,0.562857,0.256019,0.102857;2:0.547210,0.866429,0.377692,0.210000;2:0.485297,0.198476,0.121673,0.035238","2:0.510183,0.511314,0.231279,0.018288:0.5597;2:0.532881,0.860902,0.365986,0.060205:0.5445;2:0.565864,0.404266,0.060995,0.068686:0.4334;2:0.510630,0.478603,0.230844,0.081426:0.1876;2:0.477021,0.289478,0.054591,0.012221:0.1528;2:0.490521,0.185525,0.112340,0.012134:0.0936;2:0.565978,0.402419,0.055322,0.062682:0.0671;2:0.497217,0.342550,0.030726,0.044680:0.0566;2:0.528581,0.186656,0.038120,0.009221:0.0506","2:0.514257,0.562857,0.256019,0.102857;2:0.547210,0.866429,0.377692,0.210000;2:0.485297,0.198476,0.121673,0.035238","2:0.510183,0.511314,0.231279,0.018288:0.5597;2:0.532881,0.860902,0.365986,0.060205:0.5445;2:0.565864,0.404266,0.060995,0.068686:0.4334;2:0.510630,0.478603,0.230844,0.081426:0.1876;2:0.477021,0.289478,0.054591,0.012221:0.1528;2:0.490521,0.185525,0.112340,0.012134:0.0936;2:0.565978,0.402419,0.055322,0.062682:0.0671;2:0.497217,0.342550,0.030726,0.044680:0.0566;2:0.528581,0.186656,0.038120,0.009221:0.0506"
tactile3-da-final-020,20,fix_tactile_damage_area_bbox,high,current GT surrounds the damage too broadly and should be tightened manual_bbox_required,done,"2:0.437958,0.307929,0.076948,0.105430;2:0.519344,0.340600,0.039325,0.033860;2:0.523571,0.464484,0.047028,0.043782;2:0.591339,0.430312,0.043042,0.040865;2:0.501169,0.664773,0.078834,0.020879",replacement tight exposed areas selected from crop sheet and prediction refs,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210806_0000118772.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210806_0000118772.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,4,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,9,0,3,9,"2:0.486210,0.306138,0.176321,0.106973;2:0.557403,0.428499,0.194841,0.122662;2:0.501145,0.726901,0.082030,0.146909","2:0.437958,0.307929,0.076948,0.105430:0.8774;2:0.523571,0.464484,0.047028,0.043782:0.6723;2:0.519344,0.340600,0.039325,0.033860:0.5479;2:0.557124,0.447989,0.118680,0.078164:0.3075;2:0.591339,0.430312,0.043042,0.040865:0.2515;2:0.590365,0.445976,0.051605,0.073768:0.1195;2:0.535179,0.340232,0.081620,0.037783:0.0968;2:0.501169,0.664773,0.078834,0.020879:0.0553;2:0.501118,0.667641,0.081208,0.026612:0.0503","2:0.486210,0.306138,0.176321,0.106973;2:0.557403,0.428499,0.194841,0.122662;2:0.501145,0.726901,0.082030,0.146909","2:0.437958,0.307929,0.076948,0.105430:0.8774;2:0.523571,0.464484,0.047028,0.043782:0.6723;2:0.519344,0.340600,0.039325,0.033860:0.5479;2:0.557124,0.447989,0.118680,0.078164:0.3075;2:0.591339,0.430312,0.043042,0.040865:0.2515;2:0.590365,0.445976,0.051605,0.073768:0.1195;2:0.535179,0.340232,0.081620,0.037783:0.0968;2:0.501169,0.664773,0.078834,0.020879:0.0553;2:0.501118,0.667641,0.081208,0.026612:0.0503"
tactile3-da-final-021,21,add_missing_tactile_damage_area,medium,side chip and wider seam damage are partly unlabeled manual_bbox_required,done,"2:0.654788,0.711071,0.036802,0.033404;2:0.399747,0.542497,0.051498,0.030951",added side chips outside current GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_4_2_20210724_0000028311.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_4_2_20210724_0000028311.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,5,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,9,0,3,9,"2:0.513707,0.562067,0.177482,0.025678;2:0.509904,0.418697,0.180017,0.015692;2:0.501030,0.305999,0.182553,0.027105","2:0.451452,0.310290,0.107592,0.020504:0.4906;2:0.495713,0.556669,0.251775,0.059506:0.4648;2:0.496167,0.425590,0.214474,0.018713:0.3329;2:0.513143,0.555807,0.290511,0.063855:0.2494;2:0.449343,0.310133,0.108022,0.017591:0.1562;2:0.654788,0.711071,0.036802,0.033404:0.1216;2:0.399747,0.542497,0.051498,0.030951:0.1189;2:0.516262,0.426644,0.167882,0.013963:0.0750;2:0.504658,0.573371,0.204921,0.028158:0.0625","2:0.513707,0.562067,0.177482,0.025678;2:0.509904,0.418697,0.180017,0.015692;2:0.501030,0.305999,0.182553,0.027105","2:0.451452,0.310290,0.107592,0.020504:0.4906;2:0.495713,0.556669,0.251775,0.059506:0.4648;2:0.496167,0.425590,0.214474,0.018713:0.3329;2:0.513143,0.555807,0.290511,0.063855:0.2494;2:0.449343,0.310133,0.108022,0.017591:0.1562;2:0.654788,0.711071,0.036802,0.033404:0.1216;2:0.399747,0.542497,0.051498,0.030951:0.1189;2:0.516262,0.426644,0.167882,0.013963:0.0750;2:0.504658,0.573371,0.204921,0.028158:0.0625"
tactile3-da-final-022,22,add_missing_tactile_damage_area,high,large broken regions extend beyond current GT manual_bbox_required,done,"2:0.444505,0.133517,0.180006,0.029705;2:0.498785,0.304978,0.442315,0.086088;2:0.395530,0.489527,0.279778,0.099135;2:0.573760,0.646875,0.060000,0.243393",second-pass: removed over-broad intact-tile coverage and narrowed vertical missing crack away from existing lower GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210724_0000002242.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210724_0000002242.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,6,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,9,0,3,9,"2:0.642352,0.547143,0.136882,0.032857;2:0.578032,0.801879,0.083028,0.066616;2:0.261828,0.661906,0.047391,0.069565","2:0.498785,0.304978,0.442315,0.086088:0.3915;2:0.502511,0.400827,0.432241,0.278081:0.3762;2:0.472140,0.059838,0.262001,0.118329:0.2313;2:0.573760,0.684488,0.109734,0.318620:0.1488;2:0.444505,0.133517,0.180006,0.029705:0.0869;2:0.395530,0.489527,0.279778,0.099135:0.0629;2:0.500721,0.122424,0.383375,0.240595:0.0583;2:0.499663,0.072224,0.356323,0.139798:0.0581;2:0.494994,0.056070,0.362841,0.109654:0.0541","2:0.642352,0.547143,0.136882,0.032857;2:0.578032,0.801879,0.083028,0.066616;2:0.261828,0.661906,0.047391,0.069565","2:0.498785,0.304978,0.442315,0.086088:0.3915;2:0.502511,0.400827,0.432241,0.278081:0.3762;2:0.472140,0.059838,0.262001,0.118329:0.2313;2:0.573760,0.684488,0.109734,0.318620:0.1488;2:0.444505,0.133517,0.180006,0.029705:0.0869;2:0.395530,0.489527,0.279778,0.099135:0.0629;2:0.500721,0.122424,0.383375,0.240595:0.0583;2:0.499663,0.072224,0.356323,0.139798:0.0581;2:0.494994,0.056070,0.362841,0.109654:0.0541"
tactile3-da-final-023,23,add_missing_tactile_damage_area,high,visible cracks and spalls outside GT require added labels manual_bbox_required,done,"2:0.460671,0.474454,0.112964,0.130818;2:0.490322,0.742519,0.034170,0.037424;2:0.568500,0.155621,0.024817,0.012696",added visible crack extension/chips outside current GT,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_3_2_20211015_0000645600.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_3_2_20211015_0000645600.txt,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/full/damage_area_final_review_sheet_03.jpg,ai_tasks/walksafe_tactile_damage_area_review_20260522/contact_sheets/crops/damage_area_final_crop_sheet_03.jpg,3,7,17-24,mixed_fn_fp_damage_area,GT/prediction mismatch. Check whether yellow GT boxes are accurate or need bbox cleanup.,"class_id:x_center,y_center,width,height; use class_id 2 for tactile_damage_area; normalized YOLO coords",3,14,2,1,12,"2:0.464067,0.355348,0.091254,0.101587;2:0.506924,0.570820,0.063062,0.059233;2:0.649632,0.860965,0.094278,0.114286","2:0.460671,0.474454,0.112964,0.130818:0.6178;2:0.490322,0.742519,0.034170,0.037424:0.1846;2:0.501221,0.570298,0.024727,0.021603:0.1512;2:0.449495,0.328280,0.025923,0.023379:0.1159;2:0.660410,0.860402,0.065752,0.108668:0.1149;2:0.481727,0.574756,0.019966,0.039980:0.0879;2:0.494336,0.575700,0.043492,0.038402:0.0825;2:0.660875,0.880369,0.063219,0.069658:0.0812;2:0.568500,0.155621,0.024817,0.012696:0.0804;2:0.490995,0.742316,0.044012,0.043711:0.0786;2:0.448311,0.350788,0.049999,0.083262:0.0748;2:0.461628,0.356429,0.078331,0.100009:0.0612;2:0.640264,0.850219,0.026498,0.087303:0.0574;2:0.662680,0.821348,0.068216,0.186283:0.0549","2:0.506924,0.570820,0.063062,0.059233","2:0.460671,0.474454,0.112964,0.130818:0.6178;2:0.490322,0.742519,0.034170,0.037424:0.1846;2:0.501221,0.570298,0.024727,0.021603:0.1512;2:0.449495,0.328280,0.025923,0.023379:0.1159;2:0.481727,0.574756,0.019966,0.039980:0.0879;2:0.494336,0.575700,0.043492,0.038402:0.0825;2:0.660875,0.880369,0.063219,0.069658:0.0812;2:0.568500,0.155621,0.024817,0.012696:0.0804;2:0.490995,0.742316,0.044012,0.043711:0.0786;2:0.448311,0.350788,0.049999,0.083262:0.0748;2:0.640264,0.850219,0.026498,0.087303:0.0574;2:0.662680,0.821348,0.068216,0.186283:0.0549"
